id,name,x86_64-linux,aarch64-linux,aarch64-darwin
kgt,,,328457619
kodiPackages.plex-for-kodi,,,328458131
komodo,328458325,328458306,328458307
kore,,,328971177
kubectl-kcl,328731458,328731451,328731448
kuro,,,329217487
ladybird,329217503,329217490,
landrun,,328731838,
larswm,328459281,328459272,
lcm,,,328459478
lean,,,328459599
lean3,,,328459609
ledfx,,,329138829
lemmy-server,,,328971312
leo-lang,,,328459845
lerna_6,,328459911,
libagar,328950435,328950440,
libcardiacarrest,,,328460292
libcork,,,328460429
libcue-lang,,,328732145
libcutl,,,328460532
libdbusmenu-gtk2,,,328732183
libdjinterop,,,328460629
libe-book,,,328460748
liberal-crime-squad,,,328950457
libesmtp,,,328460789
libexecinfo,,,328460841
libffi_3_3,328460897,328460906,
libfsm,,,328461016
libigloo,,,328461280
libinjection,,,328461328
libixion,,,328461453
libjson-rpc-cpp,329138862,329138861,
libkiwix,,,329084284
liblastfm-vambrose,,,328461502
liblbfgs,,,328461508
libldac-dec,,,328461571
libnixxml,,,328971392
libopensmtpd,,,328462054
libpisp,,,328462209
libpkgmanifest,,,328909691
libpulsar,,,328462326
libredwg,,,328462434
librepcb,328971446,328971467,
libsForQt5.libcommuni,,,328971663
libsForQt5.mlt,,,328984956
libsForQt5.qoauth,,,328971818
libsForQt5.qtmpris,328972015,328971978,328971987
libspf2,,,328463729
libtapi,328463849,328463829,
libucontext,,328463973,
libui-ng,,,328464001
libui,,,328463981
libva1,328849261,328849211,
linbox,,328464801,328464800
linuxKernel.packages.linux_5_10.acer-wmi-battery,,329139161,
linuxKernel.packages.linux_5_10.ax99100,,329139165,
linuxKernel.packages.linux_5_10.it87,329139207,,
linuxKernel.packages.linux_5_10.mbp2018-bridge-drv,329139223,329139222,
linuxKernel.packages.linux_5_10.nvidia_x11_beta_open,329139243,329139241,
linuxKernel.packages.linux_5_10.nvidia_x11_latest_open,329139245,329139244,
linuxKernel.packages.linux_5_10.nvidia_x11_production_open,329139249,329139246,
linuxKernel.packages.linux_5_10.nvidia_x11_stable_open,329139250,329139248,
linuxKernel.packages.linux_5_10.nvidia_x11_vulkan_beta_open,329217623,329217624,
linuxKernel.packages.linux_5_10.tbs,,329139354,
linuxKernel.packages.linux_5_10.tsme-test,,329139314,
linuxKernel.packages.linux_5_10.tuxedo-drivers,329139322,,
linuxKernel.packages.linux_5_10.universal-pidff,329139319,329139320,
linuxKernel.packages.linux_5_10.virtualboxGuestAdditions,,329139340,
linuxKernel.packages.linux_5_10.xpadneo,329139339,329139334,
linuxKernel.packages.linux_5_15.acer-wmi-battery,,329139355,
linuxKernel.packages.linux_5_15.amneziawg,329139379,329139362,
linuxKernel.packages.linux_5_15.ax99100,,329139450,
linuxKernel.packages.linux_5_15.ena,329139384,329139468,
linuxKernel.packages.linux_5_15.mbp2018-bridge-drv,329139422,329139421,
linuxKernel.packages.linux_5_15.nvidia_x11_beta_open,329139437,329139436,
linuxKernel.packages.linux_5_15.nvidia_x11_latest_open,329139439,329139438,
linuxKernel.packages.linux_5_15.nvidia_x11_production_open,329139441,329139440,
linuxKernel.packages.linux_5_15.nvidia_x11_stable_open,329139443,329139442,
linuxKernel.packages.linux_5_15.nvidia_x11_vulkan_beta_open,329217629,329217627,
linuxKernel.packages.linux_5_15.tbs,,329139515,
linuxKernel.packages.linux_5_15.tsme-test,,329139514,
linuxKernel.packages.linux_5_15.universal-pidff,329139519,329139518,
linuxKernel.packages.linux_5_15.xpadneo,329139535,329139537,
linuxKernel.packages.linux_6_1.acer-wmi-battery,,329139559,
linuxKernel.packages.linux_6_1.ax99100,,329139597,
linuxKernel.packages.linux_6_1.ena,329139583,329139582,
linuxKernel.packages.linux_6_1.mba6x_bl,329139625,329139624,
linuxKernel.packages.linux_6_1.mbp2018-bridge-drv,329139627,329139626,
linuxKernel.packages.linux_6_1.morse-driver,329139633,329139631,
