id,name,x86_64-linux,aarch64-linux,aarch64-darwin
hyprlandPlugins.hyprexpo,325312450,325312439,
hyprlandPlugins.hyprfocus,325312452,325312451,
hyprlandPlugins.hyprgrass,325312441,325312446,
hyprlandPlugins.hyprscrolling,325312447,325312440,
hyprlandPlugins.hyprspace,325312457,325312442,
hyprlandPlugins.hyprsplit,325312467,325312463,
hyprlandPlugins.hyprtrails,325312468,325312453,
hyprlandPlugins.hyprwinwrap,325312448,325312455,
hyprlandPlugins.xtra-dispatchers,325312458,325312470,
hyprproxlock,,,324509571
i2pd-tools,324509639,324509638,324509637
iamb,324509747,324509740,324509741
icesprog,,,324509851
icon-lang,324509928,324509929,
iconpack-jade,324509955,324509944,
id3,324510037,324510031,324510028
idrisPackages.eternal,,,324510169
idrisPackages.mhd,,,324510268
idrisPackages.pacman,,,324510273
ifm,324510447,324510445,
imager,324510607,324510605,
imageworsener,324510609,324510608,324510606
ink,324511036,324511034,
inklingreader,324511039,324511038,
inlyne,324511080,324511079,324511081
inspircd,,,324511140
intensity-normalization,325303386,325303385,325303384
intercal,324511220,324511219,
ioping,,,324511316
ioq3-scion,325032581,325032580,325032582
ior,325297260,325297261,
ip2unix,,324511420,
iqueue,324511547,,
irrlicht,,,324511605
j,324511820,324511819,
jabcode-reader,324511833,,
jabcode-writer,324511837,,
jamin,324511926,324511928,
jarl,,,324511956
jbofihe,,,324512149
jdupes,,,324512245
jerryscript,324512326,324512323,324512322
jetuml,,,324512358
jextract-21,324512370,324512367,
jextract,,,324512362
jitsi-meet-electron,,,324744629
jj-pre-push,,,324512599
jove,324512653,324512654,
jpegli,,325032596,
jrsonnet,324512789,324512787,324512785
jtdx,,,324512983
junkie,324513111,324513110,324513109
jupp,324513116,324513114,
jwhois,324513147,324513146,
kafka-delta-ingest,324513758,324513700,
kallisto,324513453,324513451,
kanagawa-icon-theme,,,324513480
karlyriceditor,324513598,324513602,
kati,324513638,324513636,
kbdd,324513671,324513670,
kdePackages.maplibre-native-qt,324514463,324514464,
kdePackages.mlt,,,324514492
kdePackages.sierra-breeze-enhanced,325179788,325179794,
kdePackages.waylib,325150914,325150913,
kdePackages.wayqt,324514917,324514913,
keeperrl,324515002,,
kermit,324515033,324515032,
kgt,,,324515152
kikit,325256984,325256979,
kodiPackages.plex-for-kodi,,,324515667
komodo,324515841,324515837,324515836
kord,324515924,324515921,324515923
kore,,,324515918
kty,324516149,324516146,
kubectl-kcl,324516269,324516271,324516266
kuro,,,324744672
kyverno-chainsaw,324516630,324516624,324516629
l8w8jwt,324516638,,
landrun,,324516754,
lanraragi,,,325179816
larswm,324516794,324516792,
lcm,,,324517008
ldmtool,324517090,324517087,
lean,,,324517129
lean3,,,324517133
leatherman,324517159,324517157,324517156
leela-zero,324517191,324517190,
lektor,324517605,324517841,324517637
lely-core,324517244,324517243,
lemmy-server,,,325245517
leo-lang,,,324517303
lerna_6,,324517336,
libagar,324517515,324517513,
libcardiacarrest,,,324517770
libcork,,,324517909
libcue-lang,,,324517991
libdjinterop,,,324518109
libdynd,324518182,324518180,
libe-book,,,324518187
liberal-crime-squad,,,324518219
libesmtp,,,324518265
libexecinfo,,,324518312
libffi_3_3,324518372,324518375,
libfsm,,,324518443
libigloo,,,324518754
libinjection,,,324518790
libixion,324518867,324518869,324518868
libkiwix,,,325168915
liblastfm-vambrose,,,324518978
liblbfgs,,,324518986
libldac-dec,,,324518992
libnixxml,,,324519379
libopcodes_2_38,324519513,324519533,
libopensmtpd,,,324519517
libpisp,,,324519666
libplist,,,324519676
libpulsar,324519766,324519770,324519768
libredwg,,,324519891
librepcb,324519940,324519939,
libsForQt5.libcommuni,,,324520470
libsForQt5.maplibre-gl-native,324520501,324520499,
libsForQt5.maplibre-native-qt,324520504,324520503,
libsForQt5.mlt,,,324520554
libsForQt5.phonon,,,324520510
libsForQt5.pulseaudio-qt,,,324520533
libsForQt5.qoauth,,,324520567
libsForQt5.qtmpris,,,324520815
libsquish,,324521192,324521189
libtapi,324521262,324521259,
libucontext,,324521419,
libui-ng,,,324521442
libui,,,324521438
libuiohook,324521448,324521450,
libva1,324521548,324521553,
lilo,324522202,324522204,
lilypond,,,325281976
linbox,,324522252,324522250
link-grammar,324522295,324522293,
linux-rt,325151000,,
linuxKernel.kernels.linux_rt_5_10,325151030,,
linuxKernel.kernels.linux_rt_5_15,325151070,,
linuxKernel.packages.linux_5_10.acer-wmi-battery,,325151039,
linuxKernel.packages.linux_5_10.akvcam,325151045,325151042,
linuxKernel.packages.linux_5_10.ax99100,,325151048,
linuxKernel.packages.linux_5_10.it87,325151092,,
linuxKernel.packages.linux_5_10.mbp2018-bridge-drv,325151145,325151103,
linuxKernel.packages.linux_5_10.nvidia_x11_beta_open,325168934,325168939,
linuxKernel.packages.linux_5_10.nvidia_x11_latest_open,325168935,325168941,
linuxKernel.packages.linux_5_10.nvidia_x11_production_open,325168936,325168940,
linuxKernel.packages.linux_5_10.nvidia_x11_stable_open,325168937,325168938,
linuxKernel.packages.linux_5_10.nvidia_x11_vulkan_beta_open,325151129,325151132,
linuxKernel.packages.linux_5_10.odp-dpdk,324522570,,
linuxKernel.packages.linux_5_10.tbs,,325151185,
linuxKernel.packages.linux_5_10.tsme-test,,325151192,
